tipo_doc,cpf,nome_aluno,turma_1,turma_2,ausencia_inicio,ausencia_fim,data_ausencia
ATESTADO MEDICO,78404932620,MARCIA SOARES,0453,0051,2026-09-09,2026-09-12,2026-09-08 00:00:00
ATESTADO MEDICO,09730965943,LUCAS FERREIRA,2981,,2026-01-04,2026-01-05,2026-01-02 00:00:00
ATESTADO MEDICO,40685883175,BARBARA SILVA,0103,0051,2025-02-06,2025-02-16,2025-02-04 00:00:00
ATESTADO MEDICO,89079277401,ANDREA FARIAS,0451,,2025-09-21,2025-09-24,2025-09-20 00:00:00
ATESTADO MEDICO,30095966692,FLAVIA MIRANDA,0103,0981,2025-08-18,2025-08-27,2025-08-17 00:00:00
ATESTADO MEDICO,61910625671,MAURICIO LIMA,1983,1981,2024-08-22,2024-08-27,2024-08-21 00:00:00
DECLARACAO,77523464629,ROSANA ROCHA,0262,,2025-03-24,2025-04-01,2025-03-22 00:00:00
ATESTADO MEDICO,79828212358,ANDREIA CUNHA,0001,,2026-12-22,2026-12-31,2026-12-21 00:00:00
ATESTADO MEDICO,23270042760,MARIANA TEIXEIRA,0100,0981,2023-01-10,2023-01-18,2023-01-09 00:00:00
ATESTADO MEDICO,90053873947,ROGERIO SOUZA,0450,0051,2026-04-17,2026-04-18,2026-04-17 00:00:00
ATESTADO MEDICO,47436729705,CLAUDIO FERREIRA,0003,0002,2025-10-25,2025-10-28,2025-10-25 00:00:00
ATESTADO MEDICO,01312012471,FERNANDO MENDES,2982,0002,2024-03-03,2024-03-06,2024-03-03 00:00:00
ATESTADO MEDICO,96772973844,LARISSA CARVALHO,1982,0451,2023-05-25,2023-05-26,2023-05-24 00:00:00
DECLARACAO,71674960069,GUSTAVO REZENDE,0100,,2023-11-07,2023-11-09,2023-11-05 00:00:00
ATESTADO MEDICO,05984215721,LARISSA CARVALHO,2982,0261,2026-09-01,2026-09-04,2026-08-31 00:00:00
ATESTADO MEDICO,77101275680,ALEX MELO,0263,,2026-10-17,2026-10-22,2026-10-16 00:00:00
DECLARACAO,42386990257,EDSON FERNANDES,0453,,2023-12-24,2023-12-28,2023-12-22 00:00:00
ATESTADO MEDICO,92413517057,VITOR ARAUJO,0052,0051,2023-09-27,2023-09-29,2023-09-26 00:00:00
ATESTADO MEDICO,77359493323,CESAR RAMOS,0981,0051,2024-01-31,2024-02-10,2024-01-29 00:00:00
ATESTADO MEDICO,39682863406,CESAR RAMOS,0452,0051,2025-03-16,2025-03-21,2025-03-14 00:00:00
ATESTADO MEDICO,67851664110,BEATRIZ LIMA,0103,,2023-09-09,2023-09-16,2023-09-08 00:00:00
DECLARACAO,36833417180,LEONARDO DUARTE,2983,1981,2026-10-05,2026-10-06,2026-10-04 00:00:00
DECLARACAO,25308152756,PAULA MIRANDA,0002,2981,2026-08-09,2026-08-11,2026-08-07 00:00:00
DECLARACAO,75038702228,ROSANA ROCHA,0102,0002,2025-06-27,2025-07-01,2025-06-25 00:00:00
ATESTADO MEDICO,48304312107,RICARDO REZENDE,0104,0981,2026-10-07,2026-10-17,2026-10-06 00:00:00
ATESTADO MEDICO,92543439781,MARIANA TEIXEIRA,0004,0981,2025-07-10,2025-07-15,2025-07-08 00:00:00
DECLARACAO,33049259701,ANDREA FARIAS,0983,0981,2025-07-18,2025-07-23,2025-07-18 00:00:00
ATESTADO MEDICO,89824475559,FABIANO BATISTA,0263,,2023-02-02,2023-02-09,2023-02-01 00:00:00
ATESTADO MEDICO,72758424169,RAFAEL PEREIRA,0980,,2023-02-19,2023-02-25,2023-02-17 00:00:00
ATESTADO MEDICO,37558818028,CLAUDIO FERREIRA,0004,0002,2025-10-25,2025-11-01,2025-10-23 00:00:00
DECLARACAO,43233892640,ISABELA CUNHA,0260,0981,2024-04-21,2024-04-22,2024-04-20 00:00:00
ATESTADO MEDICO,89987146201,MARCOS CORREIA,0450,1981,2025-03-26,2025-03-29,2025-03-25 00:00:00
ATESTADO MEDICO,07952146505,PRISCILA NEVES,0051,,2026-12-06,2026-12-14,2026-12-06 00:00:00
ATESTADO MEDICO,81918341117,FLAVIA MIRANDA,0101,0451,2023-11-18,2023-11-22,2023-11-17 00:00:00
ATESTADO MEDICO,60247940453,AMANDA NASCIMENTO,0052,0451,2023-12-17,2023-12-22,2023-12-15 00:00:00
ATESTADO MEDICO,05642666126,WAGNER SALES,0051,1981,2025-07-31,2025-08-02,2025-07-30 00:00:00
DECLARACAO,60315070803,ANA COSTA,0260,0981,2023-06-10,2023-06-17,2023-06-09 00:00:00
ATESTADO MEDICO,78305773159,CESAR RAMOS,0003,,2025-11-23,2025-11-27,2025-11-23 00:00:00
ATESTADO MEDICO,12047863309,LUCIANA FARIAS,0004,,2024-10-27,2024-10-28,2024-10-26 00:00:00
DECLARACAO,43467196942,RICARDO REZENDE,0101,,2024-10-29,2024-11-04,2024-10-27 00:00:00
ATESTADO MEDICO,44904098773,PEDRO OLIVEIRA,2982,2981,2024-12-05,2024-12-13,2024-12-04 00:00:00
ATESTADO MEDICO,65852460397,PAULA MIRANDA,0452,0451,2023-11-10,2023-11-12,2023-11-08 00:00:00
ATESTADO MEDICO,06393153725,MARCOS CORREIA,0983,,2024-08-29,2024-09-01,2024-08-28 00:00:00
ATESTADO MEDICO,44474383990,MARINA GONCALVES,2980,0002,2023-04-13,2023-04-23,2023-04-13 00:00:00
DECLARACAO,82208860217,RODRIGO SALES,0050,0981,2026-10-26,2026-10-30,2026-10-24 00:00:00
DECLARACAO,43495266330,VITOR ARAUJO,0003,0101,2024-10-18,2024-10-24,2024-10-17 00:00:00
ATESTADO MEDICO,10464365627,RENATA VIEIRA,0052,2981,2024-06-25,2024-06-29,2024-06-25 00:00:00
DECLARACAO,85472876125,FABIO BATISTA,0002,0261,2025-04-16,2025-04-20,2025-04-15 00:00:00
ATESTADO MEDICO,98776748820,RAFAEL PEREIRA,0450,0051,2023-06-14,2023-06-23,2023-06-12 00:00:00
DECLARACAO,95223489020,RAFAEL PEREIRA,2983,0051,2026-01-26,2026-01-29,2026-01-26 00:00:00
DECLARACAO,96923551951,FERNANDA SOUZA,0983,0451,2024-07-04,2024-07-14,2024-07-04 00:00:00
DECLARACAO,44005108598,ANA COSTA,0053,0981,2026-07-15,2026-07-18,2026-07-15 00:00:00
ATESTADO MEDICO,25760943685,FLAVIA MIRANDA,0103,0261,2023-05-14,2023-05-24,2023-05-13 00:00:00
ATESTADO MEDICO,19518615586,PRISCILA NEVES,1982,0002,2026-03-05,2026-03-09,2026-03-04 00:00:00
ATESTADO MEDICO,10153894490,NATALIA CAMPOS,0454,,2024-05-10,2024-05-12,2024-05-09 00:00:00
DECLARACAO,29062231900,SERGIO RIBAS,0101,0981,2023-07-03,2023-07-08,2023-07-02 00:00:00
ATESTADO MEDICO,56711949897,FERNANDO MENDES,0104,1981,2026-08-13,2026-08-16,2026-08-11 00:00:00
ATESTADO MEDICO,13867794669,CESAR RAMOS,1982,,2025-09-01,2025-09-10,2025-09-01 00:00:00
ATESTADO MEDICO,14738435965,RENAN MELO,0982,1981,2024-01-31,2024-02-05,2024-01-30 00:00:00
DECLARACAO,41840740736,JULIANA ROCHA,0052,0451,2023-11-24,2023-11-26,2023-11-22 00:00:00
ATESTADO MEDICO,05984215721,DANIELA XAVIER,1981,0261,2026-11-05,2026-11-07,2026-11-03 00:00:00
ATESTADO MEDICO,89058289222,ROBERTO CARVALHO,0451,0451,2025-05-19,2025-05-26,2025-05-19 00:00:00
ATESTADO MEDICO,95343443117,ANA COSTA,0002,0101,2023-04-07,2023-04-17,2023-04-06 00:00:00
ATESTADO MEDICO,35581624984,WILLIAN CASTRO,0981,0261,2026-02-27,2026-03-03,2026-02-27 00:00:00
ATESTADO MEDICO,49484406980,PATRICIA ROCHA,2982,0451,2023-05-10,2023-05-19,2023-05-10 00:00:00
ATESTADO MEDICO,96398282116,RAQUEL XAVIER,0101,0261,2025-03-22,2025-03-30,2025-03-20 00:00:00
DECLARACAO,61002302080,CAMILA GOMES,2981,,2025-03-17,2025-03-24,2025-03-15 00:00:00
DECLARACAO,60247940453,FLAVIA MIRANDA,1983,0981,2025-02-04,2025-02-11,2025-02-03 00:00:00
ATESTADO MEDICO,62755985224,LUCAS FERREIRA,0102,0981,2025-03-19,2025-03-20,2025-03-17 00:00:00
ATESTADO MEDICO,03947560370,FLAVIA MIRANDA,0053,,2024-07-17,2024-07-24,2024-07-16 00:00:00
ATESTADO MEDICO,69282162800,MARCELO LIMA,0260,,2023-09-09,2023-09-13,2023-09-09 00:00:00
ATESTADO MEDICO,38284964660,JULIA RODRIGUES,1983,0002,2024-04-19,2024-04-29,2024-04-17 00:00:00
ATESTADO MEDICO,67852467687,ANDERSON PEREIRA,0050,0451,2024-12-05,2024-12-14,2024-12-05 00:00:00
ATESTADO MEDICO,12997623790,ANDREIA CUNHA,0051,0051,2024-07-04,2024-07-08,2024-07-02 00:00:00
ATESTADO MEDICO,50922173834,LUCIANA FARIAS,0102,1981,2023-03-28,2023-04-05,2023-03-28 00:00:00
DECLARACAO,08885352286,ADRIANA LOPES,0263,0051,2023-10-05,2023-10-10,2023-10-04 00:00:00
ATESTADO MEDICO,43758031427,JULIANA ROCHA,0053,,2023-10-18,2023-10-20,2023-10-16 00:00:00
ATESTADO MEDICO,46047598633,DANIEL CARDOSO,0052,,2025-08-06,2025-08-07,2025-08-04 00:00:00
ATESTADO MEDICO,19032868322,GABRIEL MARTINS,0262,,2023-09-22,2023-09-24,2023-09-22 00:00:00
ATESTADO MEDICO,23996773900,BEATRIZ LIMA,0452,,2026-09-07,2026-09-11,2026-09-07 00:00:00
DECLARACAO,71667717391,FERNANDA SOUZA,0983,0451,2024-01-14,2024-01-18,2024-01-14 00:00:00
ATESTADO MEDICO,00999673165,WILLIAN CASTRO,0263,0002,2025-07-23,2025-08-02,2025-07-22 00:00:00
ATESTADO MEDICO,59281681447,ALEX MELO,0453,0101,2026-05-09,2026-05-15,2026-05-07 00:00:00
ATESTADO MEDICO,43545525074,MARCELO CORREIA,2981,0051,2024-02-05,2024-02-11,2024-02-05 00:00:00
ATESTADO MEDICO,22643771001,PEDRO OLIVEIRA,2980,,2025-03-22,2025-03-31,2025-03-21 00:00:00
DECLARACAO,92413517057,NATALIA CAMPOS,0452,2981,2023-04-21,2023-05-01,2023-04-21 00:00:00
ATESTADO MEDICO,59281681447,ANDRE BARROS,0102,,2025-07-08,2025-07-18,2025-07-07 00:00:00
DECLARACAO,23268452850,ANA COSTA,0052,0261,2024-12-17,2024-12-21,2024-12-16 00:00:00
ATESTADO MEDICO,78305773159,MARCIA SOARES,0053,1981,2024-10-12,2024-10-16,2024-10-11 00:00:00
ATESTADO MEDICO,00453338585,LUCAS FERREIRA,0005,,2023-12-27,2023-12-29,2023-12-26 00:00:00
ATESTADO MEDICO,33423429607,FELIPE CASTRO,0261,2981,2025-07-03,2025-07-06,2025-07-03 00:00:00
DECLARACAO,86402505960,CAMILA GOMES,0002,0051,2023-07-27,2023-07-28,2023-07-25 00:00:00
ATESTADO MEDICO,37755643654,EDUARDO FREITAS,0005,,2024-04-20,2024-04-25,2024-04-19 00:00:00
ATESTADO MEDICO,31684992850,FABIO BATISTA,2980,1981,2024-08-19,2024-08-28,2024-08-17 00:00:00
ATESTADO MEDICO,23996773900,RAFAEL PEREIRA,0101,2981,2024-02-16,2024-02-18,2024-02-15 00:00:00
ATESTADO MEDICO,12673432302,FABIO BATISTA,0261,0051,2024-11-09,2024-11-17,2024-11-07 00:00:00
DECLARACAO,66807053630,ANDRE BARROS,0451,0051,2026-02-19,2026-02-26,2026-02-19 00:00:00
ATESTADO MEDICO,98342772454,MARIANA TEIXEIRA,0101,,2026-08-03,2026-08-12,2026-08-01 00:00:00
ATESTADO MEDICO,32456734777,MAURICIO LIMA,0982,,2024-09-23,2024-09-27,2024-09-21 00:00:00
DECLARACAO,22120967555,SABRINA DIAS,0004,2981,2023-06-19,2023-06-25,2023-06-18 00:00:00
ATESTADO MEDICO,86556854964,RENATA VIEIRA,0052,0051,2027-01-10,2027-01-20,2027-01-09 00:00:00
DECLARACAO,19816798638,EVANDRO COSTA,2980,2981,2023-09-29,2023-10-08,2023-09-27 00:00:00
ATESTADO MEDICO,49599951140,VIVIANE MONTEIRO,0053,0981,2026-06-08,2026-06-18,2026-06-07 00:00:00
ATESTADO MEDICO,57206008682,SABRINA DIAS,0051,0981,2026-07-12,2026-07-15,2026-07-10 00:00:00
ATESTADO MEDICO,49566631375,ANDERSON PEREIRA,0263,0101,2023-10-01,2023-10-04,2023-09-29 00:00:00
ATESTADO MEDICO,54238570405,CLAUDIA SOARES,0003,0451,2024-08-15,2024-08-24,2024-08-14 00:00:00
ATESTADO MEDICO,52236858493,RODRIGO CAVALCANTI,0263,1981,2024-01-20,2024-01-27,2024-01-19 00:00:00
ATESTADO MEDICO,27269177040,LUCIANO BARROS,0982,0261,2023-05-12,2023-05-15,2023-05-11 00:00:00
ATESTADO MEDICO,77101275680,EDUARDO FREITAS,0005,,2026-08-06,2026-08-08,2026-08-04 00:00:00
DECLARACAO,98141460560,AMANDA NASCIMENTO,0983,,2023-01-20,2023-01-26,2023-01-20 00:00:00
DECLARACAO,79828212358,PRISCILA NEVES,2983,0002,2023-05-01,2023-05-02,2023-04-29 00:00:00
DECLARACAO,59402647430,CARLA FONSECA,2982,1981,2024-08-28,2024-09-01,2024-08-28 00:00:00
ATESTADO MEDICO,88878162809,NATALIA CAMPOS,2983,,2026-02-21,2026-02-27,2026-02-21 00:00:00
ATESTADO MEDICO,65852460397,DANIEL CARDOSO,0451,2981,2026-12-28,2027-01-05,2026-12-26 00:00:00
ATESTADO MEDICO,10464365627,RENAN MELO,0451,0002,2023-08-01,2023-08-08,2023-08-01 00:00:00
DECLARACAO,01929848374,RENATO FERNANDES,0260,0002,2025-04-10,2025-04-16,2025-04-08 00:00:00
ATESTADO MEDICO,30768631505,LUCIANA FARIAS,0052,0981,2023-09-10,2023-09-20,2023-09-10 00:00:00
ATESTADO MEDICO,59314348601,EDUARDO FREITAS,0050,,2025-12-28,2026-01-07,2025-12-27 00:00:00
DECLARACAO,40965650405,MATHEUS DIAS,0050,0981,2024-08-24,2024-08-30,2024-08-23 00:00:00
ATESTADO MEDICO,02572943760,ANDREIA CUNHA,0005,1981,2026-04-30,2026-05-01,2026-04-28 00:00:00
DECLARACAO,76158634816,BRUNO RIBEIRO,0050,0101,2025-07-11,2025-07-13,2025-07-09 00:00:00
ATESTADO MEDICO,15149372471,MARCELO LIMA,2982,1981,2023-11-10,2023-11-14,2023-11-08 00:00:00
DECLARACAO,24046932988,VITOR ARAUJO,0450,,2023-08-30,2023-09-04,2023-08-28 00:00:00
DECLARACAO,12396665359,MARINA GONCALVES,2980,,2025-04-24,2025-05-03,2025-04-23 00:00:00
ATESTADO MEDICO,88815760318,FABIO BATISTA,0981,,2025-03-25,2025-03-28,2025-03-25 00:00:00
ATESTADO MEDICO,29062231900,VANESSA PIRES,0452,0051,2023-05-24,2023-05-26,2023-05-23 00:00:00
DECLARACAO,83294087527,DEBORA FONSECA,0100,0981,2023-10-06,2023-10-09,2023-10-05 00:00:00
DECLARACAO,59281681447,PATRICIA ROCHA,2982,0451,2027-01-13,2027-01-16,2027-01-12 00:00:00
ATESTADO MEDICO,05637803048,PAULO SANTANA,0263,0002,2024-08-07,2024-08-11,2024-08-06 00:00:00
DECLARACAO,13744467341,PATRICIA AZEVEDO,0004,0451,2026-11-03,2026-11-08,2026-11-03 00:00:00
ATESTADO MEDICO,15593604371,JOAO SILVA,0100,2981,2025-10-29,2025-10-30,2025-10-28 00:00:00
ATESTADO MEDICO,18202208343,DANIELA XAVIER,1980,0261,2025-09-27,2025-10-06,2025-09-26 00:00:00
ATESTADO MEDICO,00453338585,WAGNER SALES,0453,0981,2025-06-26,2025-06-27,2025-06-25 00:00:00
ATESTADO MEDICO,08297621910,PATRICIA ROCHA,0263,0451,2026-07-13,2026-07-14,2026-07-11 00:00:00
DECLARACAO,40542509202,FERNANDO MENDES,2982,,2026-11-16,2026-11-23,2026-11-14 00:00:00
ATESTADO MEDICO,89856554187,SILVIA LOPES,0003,,2026-12-02,2026-12-12,2026-12-02 00:00:00
ATESTADO MEDICO,78978012256,WILLIAN CASTRO,0002,2981,2024-05-18,2024-05-21,2024-05-18 00:00:00
ATESTADO MEDICO,18202208343,THIAGO MOREIRA,0051,,2023-03-29,2023-04-02,2023-03-29 00:00:00
ATESTADO MEDICO,34273106043,PAULO SANTANA,0100,0261,2023-07-26,2023-08-03,2023-07-25 00:00:00
DECLARACAO,42086243456,ANA COSTA,0002,0051,2025-04-30,2025-05-02,2025-04-29 00:00:00
ATESTADO MEDICO,50922173834,RENAN MELO,0260,0451,2024-02-27,2024-03-03,2024-02-27 00:00:00
ATESTADO MEDICO,37667347840,DANIELA XAVIER,0004,,2023-06-11,2023-06-18,2023-06-11 00:00:00
DECLARACAO,07952146505,DEBORA FONSECA,0451,2981,2023-09-18,2023-09-27,2023-09-18 00:00:00
DECLARACAO,63226891502,ROBERTO CARVALHO,1983,,2023-10-17,2023-10-20,2023-10-17 00:00:00
ATESTADO MEDICO,45918769501,ANDERSON PEREIRA,0002,,2024-12-08,2024-12-16,2024-12-08 00:00:00
ATESTADO MEDICO,57400952129,SILVIA LOPES,2983,0101,2026-01-27,2026-02-06,2026-01-25 00:00:00
ATESTADO MEDICO,25308152756,DIEGO BARBOSA,0263,,2024-06-02,2024-06-12,2024-06-02 00:00:00
ATESTADO MEDICO,26049862567,NATALIA CAMPOS,0050,0981,2024-01-29,2024-02-02,2024-01-29 00:00:00
DECLARACAO,51751701042,CARLA FONSECA,0262,0101,2024-11-30,2024-12-08,2024-11-28 00:00:00
DECLARACAO,76361943925,ANDRE BARROS,0451,0451,2024-01-30,2024-02-05,2024-01-28 00:00:00
ATESTADO MEDICO,46431421701,GUSTAVO REZENDE,0101,2981,2023-07-14,2023-07-20,2023-07-13 00:00:00
DECLARACAO,61412523974,ISABELA CUNHA,2982,,2026-08-14,2026-08-20,2026-08-14 00:00:00
DECLARACAO,80169528529,MONICA VIEIRA,0454,,2025-08-24,2025-08-29,2025-08-22 00:00:00
ATESTADO MEDICO,21606323334,ANA COSTA,0001,,2024-08-16,2024-08-24,2024-08-16 00:00:00
ATESTADO MEDICO,26027480300,SABRINA DIAS,0004,0051,2026-12-13,2026-12-14,2026-12-13 00:00:00
DECLARACAO,86310587005,MARCIA SOARES,1982,1981,2025-08-01,2025-08-02,2025-07-30 00:00:00
ATESTADO MEDICO,75784957040,ALEX MELO,0100,0002,2023-12-14,2023-12-21,2023-12-12 00:00:00
ATESTADO MEDICO,14889708316,MATHEUS DIAS,0981,0051,2026-10-16,2026-10-17,2026-10-16 00:00:00
ATESTADO MEDICO,70181547317,MATHEUS DIAS,0451,,2025-04-21,2025-04-23,2025-04-20 00:00:00
ATESTADO MEDICO,01929848374,LUCAS FERREIRA,2983,0261,2023-03-17,2023-03-20,2023-03-15 00:00:00
ATESTADO MEDICO,06393153725,ELAINE BARBOSA,0450,,2025-05-23,2025-06-01,2025-05-21 00:00:00
ATESTADO MEDICO,49484406980,LUCIENE MORAES,0450,0261,2024-04-16,2024-04-19,2024-04-14 00:00:00
DECLARACAO,48802188980,ROBERTO CARVALHO,0102,2981,2026-05-22,2026-05-28,2026-05-20 00:00:00
DECLARACAO,01312012471,RICARDO REZENDE,0001,0981,2025-04-23,2025-05-01,2025-04-21 00:00:00
ATESTADO MEDICO,02021661989,VANESSA AZEVEDO,0451,0451,2024-12-25,2025-01-04,2024-12-25 00:00:00
ATESTADO MEDICO,72115515005,VIVIANE MONTEIRO,0005,0002,2023-12-10,2023-12-11,2023-12-10 00:00:00
ATESTADO MEDICO,00453338585,MARCELO LIMA,1980,0261,2026-05-25,2026-06-04,2026-05-25 00:00:00
ATESTADO MEDICO,05637803048,RONALDO RIBAS,0980,1981,2024-07-22,2024-07-26,2024-07-20 00:00:00
ATESTADO MEDICO,57046619204,LEONARDO DUARTE,0051,,2024-11-17,2024-11-24,2024-11-17 00:00:00
ATESTADO MEDICO,32580427210,LUCIANO BARROS,0005,0981,2025-09-07,2025-09-15,2025-09-06 00:00:00
ATESTADO MEDICO,33049259701,LUCIENE MORAES,0103,,2024-07-17,2024-07-23,2024-07-16 00:00:00
DECLARACAO,59642796511,DIEGO BARBOSA,2983,0051,2023-07-01,2023-07-02,2023-06-30 00:00:00
ATESTADO MEDICO,33406086799,KARINA PINTO,0453,2981,2025-04-28,2025-05-08,2025-04-27 00:00:00
ATESTADO MEDICO,86609889813,MARCELO CORREIA,0002,,2026-11-12,2026-11-20,2026-11-10 00:00:00
ATESTADO MEDICO,99936508114,KARINA PINTO,0980,0261,2023-12-29,2024-01-03,2023-12-28 00:00:00
ATESTADO MEDICO,01312012471,LEANDRO ARAUJO,0104,0261,2025-01-27,2025-01-31,2025-01-25 00:00:00
ATESTADO MEDICO,38833433749,MARCOS CORREIA,0003,2981,2025-09-08,2025-09-12,2025-09-06 00:00:00
DECLARACAO,98957042164,SERGIO RIBAS,0983,2981,2026-03-29,2026-04-03,2026-03-29 00:00:00
ATESTADO MEDICO,54046215402,LUCAS FERREIRA,0454,,2024-06-24,2024-06-26,2024-06-22 00:00:00
DECLARACAO,91787774295,DEBORA FONSECA,0005,0451,2024-12-09,2024-12-18,2024-12-07 00:00:00
ATESTADO MEDICO,29610445101,CAROLINA CAMPOS,0052,0002,2023-01-22,2023-01-26,2023-01-21 00:00:00
ATESTADO MEDICO,68663801114,BEATRIZ LIMA,0453,,2024-03-18,2024-03-24,2024-03-17 00:00:00
DECLARACAO,52978343338,RICARDO RAMOS,2980,0981,2024-02-28,2024-03-08,2024-02-27 00:00:00
ATESTADO MEDICO,61910625671,MARCIO TEIXEIRA,0983,1981,2023-04-03,2023-04-11,2023-04-01 00:00:00
ATESTADO MEDICO,58160029888,CLAUDIO FERREIRA,0001,0002,2026-10-16,2026-10-23,2026-10-15 00:00:00
DECLARACAO,86651484001,WILLIAN CASTRO,0452,2981,2024-12-16,2024-12-17,2024-12-16 00:00:00
ATESTADO MEDICO,76300982513,EDUARDO FREITAS,0263,0261,2023-12-28,2024-01-05,2023-12-28 00:00:00
ATESTADO MEDICO,38585768916,DANIELA XAVIER,0451,0002,2025-03-10,2025-03-11,2025-03-09 00:00:00
ATESTADO MEDICO,98776748820,RICARDO REZENDE,0451,2981,2025-12-08,2025-12-12,2025-12-07 00:00:00
DECLARACAO,33423429607,DEBORA FONSECA,0453,1981,2023-12-24,2023-12-26,2023-12-24 00:00:00
ATESTADO MEDICO,93780380188,CARLA FONSECA,1980,,2025-01-05,2025-01-13,2025-01-05 00:00:00
ATESTADO MEDICO,18613556450,LEANDRO ARAUJO,1982,0981,2025-08-07,2025-08-15,2025-08-07 00:00:00
ATESTADO MEDICO,55530954847,CLAUDIA SOARES,0454,0002,2024-02-05,2024-02-09,2024-02-03 00:00:00
DECLARACAO,46047598633,BEATRIZ LIMA,0051,2981,2026-12-17,2026-12-23,2026-12-16 00:00:00
ATESTADO MEDICO,10153894490,EDSON FERNANDES,0104,,2023-09-29,2023-10-06,2023-09-27 00:00:00
ATESTADO MEDICO,71985841444,RODRIGO CAVALCANTI,1980,,2023-07-08,2023-07-14,2023-07-07 00:00:00
DECLARACAO,16236172196,DEBORA FONSECA,2982,1981,2025-03-03,2025-03-08,2025-03-02 00:00:00
DECLARACAO,23711689124,CARLOS ALMEIDA,0454,,2025-11-20,2025-11-25,2025-11-18 00:00:00
ATESTADO MEDICO,13050226102,FERNANDA SOUZA,0001,1981,2024-01-17,2024-01-24,2024-01-16 00:00:00
ATESTADO MEDICO,77523464629,WELLINGTON CARDOSO,2980,0101,2023-07-28,2023-08-07,2023-07-27 00:00:00
ATESTADO MEDICO,10175540560,VIVIANE MONTEIRO,0262,1981,2023-04-14,2023-04-24,2023-04-12 00:00:00
ATESTADO MEDICO,67851664110,RAFAEL PEREIRA,0261,2981,2024-08-04,2024-08-12,2024-08-04 00:00:00
ATESTADO MEDICO,65488535390,GUSTAVO REZENDE,0453,0451,2025-10-07,2025-10-14,2025-10-06 00:00:00
ATESTADO MEDICO,76158634816,CAROLINA CAMPOS,0452,0101,2026-12-31,2027-01-04,2026-12-29 00:00:00
ATESTADO MEDICO,86609889813,ROBERTO CARVALHO,0052,2981,2026-09-24,2026-09-25,2026-09-24 00:00:00
ATESTADO MEDICO,20467112118,PATRICIA AZEVEDO,2983,,2025-01-14,2025-01-24,2025-01-14 00:00:00
DECLARACAO,98581586708,RONALDO RIBAS,0003,,2026-04-20,2026-04-24,2026-04-20 00:00:00
ATESTADO MEDICO,30066202752,ISABELA CUNHA,0454,1981,2023-07-22,2023-07-26,2023-07-22 00:00:00
DECLARACAO,46434656971,ELAINE BARBOSA,0262,0051,2023-04-25,2023-04-26,2023-04-24 00:00:00
ATESTADO MEDICO,12673432302,LEONARDO DUARTE,0980,,2024-11-01,2024-11-07,2024-10-30 00:00:00
ATESTADO MEDICO,33406086799,FERNANDA SOUZA,1980,0051,2023-04-22,2023-04-26,2023-04-22 00:00:00
DECLARACAO,66511060900,FABIANO BATISTA,2980,1981,2024-09-02,2024-09-10,2024-09-01 00:00:00
ATESTADO MEDICO,57963799254,CAROLINA CAMPOS,0450,0981,2023-06-01,2023-06-02,2023-05-31 00:00:00
ATESTADO MEDICO,01709629207,LUCIANO BARROS,1983,0451,2026-10-26,2026-10-31,2026-10-25 00:00:00
DECLARACAO,34273106043,MAURICIO LIMA,0983,0981,2023-02-11,2023-02-13,2023-02-09 00:00:00
ATESTADO MEDICO,84470285269,LUCAS FERREIRA,0981,0101,2023-09-04,2023-09-07,2023-09-04 00:00:00
DECLARACAO,47436729705,DEBORA FONSECA,0263,,2026-06-13,2026-06-14,2026-06-12 00:00:00
ATESTADO MEDICO,46715619646,RODRIGO SALES,0103,0101,2025-03-13,2025-03-14,2025-03-13 00:00:00
ATESTADO MEDICO,76158634816,FLAVIA MIRANDA,0262,0981,2026-03-21,2026-03-25,2026-03-19 00:00:00
ATESTADO MEDICO,00729174158,BRUNO RIBEIRO,0983,0101,2025-01-26,2025-02-02,2025-01-25 00:00:00
DECLARACAO,43495266330,ADRIANA LOPES,1982,0261,2026-12-12,2026-12-18,2026-12-12 00:00:00
ATESTADO MEDICO,30095966692,WILLIAN CASTRO,0454,1981,2023-10-03,2023-10-07,2023-10-02 00:00:00
DECLARACAO,99146140000,RAFAEL PEREIRA,0453,,2026-10-07,2026-10-14,2026-10-06 00:00:00
ATESTADO MEDICO,99236216188,PAULA MIRANDA,2981,1981,2023-08-01,2023-08-02,2023-08-01 00:00:00
ATESTADO MEDICO,64431503250,CARLA FONSECA,2980,0101,2024-05-28,2024-06-07,2024-05-28 00:00:00
ATESTADO MEDICO,77964826123,DEBORA FONSECA,0453,0002,2023-01-16,2023-01-21,2023-01-16 00:00:00
DECLARACAO,88790069757,BRUNO RIBEIRO,0982,0451,2025-11-15,2025-11-25,2025-11-13 00:00:00
ATESTADO MEDICO,68554248481,NATALIA CAMPOS,0451,0451,2023-01-28,2023-02-07,2023-01-28 00:00:00
DECLARACAO,94125010994,CARLOS ALMEIDA,0104,0451,2024-10-24,2024-10-28,2024-10-22 00:00:00
ATESTADO MEDICO,88790069757,SIMONE PIRES,0103,0451,2026-02-17,2026-02-20,2026-02-17 00:00:00
ATESTADO MEDICO,24184238670,CAROLINA CAMPOS,0050,,2026-01-23,2026-02-02,2026-01-22 00:00:00
DECLARACAO,33071962002,DEBORA FONSECA,0263,1981,2026-12-01,2026-12-04,2026-11-30 00:00:00
ATESTADO MEDICO,99372601918,RAQUEL XAVIER,0453,1981,2026-09-18,2026-09-19,2026-09-18 00:00:00
